country,lat_long,lat,lon,population_str,population,median_age_str,median_age_total,median_age_male,median_age_female,male_minus_female,age_dist_str,age_0-14_perc,age_15-24_perc,age_25-54_perc,age_55-64_perc,age_65+_perc,0-14_male,0-14_female,15-24_male,15-24_female,25-54_male,25-54_female,55-64_male,55-64_female,65+_male,65+_female,migration_str,migration,birth_rate,death_rate,pop_growth,map_ref,life_exp_total,life_exp_male,life_exp_female
Solomon Islands,"8 00 S, 159 00 E",-8.0,159.0,"647,581 (July 2017 est.)",647581,"total: 22.5 years
male: 22.3 years
female: 22.8 years (2017 est.)",22.5,22.3,22.8,-0.5,"0-14 years: 34.59% (male 115,329/female 108,645)
15-24 years: 19.99% (male 66,608/female 62,843)
25-54 years: 36.5% (male 120,339/female 116,048)
55-64 years: 4.65% (male 15,316/female 14,828)
65 years and over: 4.27% (male 13,096/female 14,529) (2017 est.)",34.59,19.99,36.5,4.65,4.27,115329,108645,66608,62843,120339,116048,15316,14828,13096,14529,"-1.7 migrant(s)/1,000 population (2017 est.)",-1.7,24.9,3.8,21.1,Oceania,75.6,72.9,78.3
Somalia,"10 00 N, 49 00 E",10.0,49.0,"11,031,386
note: this estimate was derived from an official census taken in 1975 by the Somali Government; population counting in Somalia is complicated by the large number of nomads and by refugee movements in response to famine and clan warfare (July 2017 est.)",11031386,"total: 18.1 years
male: 18.3 years
female: 17.9 years (2017 est.)",18.1,18.3,17.9,0.4000000000000021,"0-14 years: 43.15% (male 2,376,526/female 2,383,060)
15-24 years: 19.04% (male 1,059,608/female 1,040,343)
25-54 years: 31.43% (male 1,795,355/female 1,671,421)
55-64 years: 4.2% (male 230,027/female 233,257)
65 years and over: 2.19% (male 93,736/female 148,053) (2017 est.)",43.15,19.04,31.43,4.2,2.19,2376526,2383060,1059608,1040343,1795355,1671421,230027,233257,93736,148053,"-6.5 migrant(s)/1,000 population (2017 est.)",-6.5,39.6,13.1,26.5,Africa,52.8,50.7,54.9
South Africa,"29 00 S, 24 00 E",-29.0,24.0,"54,841,552
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",54841552,"total: 27.1 years
male: 26.9 years
female: 27.3 years (2017 est.)",27.1,26.9,27.3,-0.4000000000000021,"0-14 years: 28.27% (male 7,768,960/female 7,733,706)
15-24 years: 17.61% (male 4,776,096/female 4,881,962)
25-54 years: 41.78% (male 11,589,099/female 11,323,869)
55-64 years: 6.66% (male 1,694,904/female 1,955,391)
65 years and over: 5.68% (male 1,309,597/female 1,807,968) (2017 est.)",28.27,17.61,41.78,6.66,5.68,7768960,7733706,4776096,4881962,11589099,11323869,1694904,1955391,1309597,1807968,"-0.9 migrant(s)/1,000 population (2017 est.)",-0.9,20.2,9.4,10.8,Africa,63.8,62.4,65.3
Spain,"40 00 N, 4 00 W",40.0,-4.0,"48,958,159 (July 2017 est.)",48958159,"total: 42.7 years
male: 41.5 years
female: 43.9 years (2017 est.)",42.7,41.5,43.9,-2.3999999999999986,"0-14 years: 15.38% (male 3,872,763/female 3,656,549)
15-24 years: 9.58% (male 2,424,352/female 2,267,429)
25-54 years: 44.91% (male 11,214,102/female 10,775,039)
55-64 years: 12.14% (male 2,899,088/female 3,044,111)
65 years and over: 17.98% (male 3,763,989/female 5,040,737) (2017 est.)",15.38,9.58,44.91,12.14,17.98,3872763,3656549,2424352,2267429,11214102,10775039,2899088,3044111,3763989,5040737,"7.8 migrant(s)/1,000 population (2017 est.)",7.8,9.2,9.1,0.09999999999999963,Europe,81.8,78.8,84.9
Sri Lanka,"7 00 N, 81 00 E",7.0,81.0,"22,409,381 (July 2017 est.)",22409381,"total: 32.8 years
male: 31.5 years
female: 34 years (2017 est.)",32.8,31.5,34.0,-2.5,"0-14 years: 24.06% (male 2,750,004/female 2,642,606)
15-24 years: 14.63% (male 1,666,859/female 1,611,379)
25-54 years: 41.58% (male 4,571,200/female 4,747,119)
55-64 years: 10.06% (male 1,043,199/female 1,210,930)
65 years and over: 9.67% (male 917,014/female 1,249,071) (2017 est.)",24.06,14.63,41.58,10.06,9.67,2750004,2642606,1666859,1611379,4571200,4747119,1043199,1210930,917014,1249071,"-1.3 migrant(s)/1,000 population (2017 est.)",-1.3,15.2,6.2,9.0,Asia,76.9,73.5,80.6
Sudan,"15 00 N, 30 00 E",15.0,30.0,"37,345,935 (July 2017 est.)",37345935,"total: 19.9 years
male: 19.7 years
female: 20.1 years (2017 est.)",19.9,19.7,20.1,-0.4000000000000021,"0-14 years: 38.68% (male 7,335,613/female 7,111,552)
15-24 years: 21.04% (male 4,033,787/female 3,823,098)
25-54 years: 32.77% (male 5,943,906/female 6,293,921)
55-64 years: 4.24% (male 824,577/female 760,014)
65 years and over: 3.27% (male 655,795/female 563,672) (2017 est.)",38.68,21.04,32.77,4.24,3.27,7335613,7111552,4033787,3823098,5943906,6293921,824577,760014,655795,563672,"-4.1 migrant(s)/1,000 population (2017 est.)",-4.1,27.9,7.3,20.6,Africa,64.4,62.3,66.7
Suriname,"4 00 N, 56 00 W",4.0,-56.0,"591,919 (July 2017 est.)",591919,"total: 29.8 years
male: 29.4 years
female: 30.2 years (2017 est.)",29.8,29.4,30.2,-0.8000000000000007,"0-14 years: 24.62% (male 74,247/female 71,456)
15-24 years: 17.44% (male 52,599/female 50,618)
25-54 years: 44.4% (male 133,835/female 128,980)
55-64 years: 7.54% (male 21,940/female 22,697)
65 years and over: 6.01% (male 15,394/female 20,153) (2017 est.)",24.62,17.44,44.4,7.54,6.01,74247,71456,52599,50618,133835,128980,21940,22697,15394,20153,"0.6 migrant(s)/1,000 population (2017 est.)",0.6,15.8,6.1,9.7,South America,72.5,70.1,75.1
Swaziland,"26 30 S, 31 30 E",-26.5,31.5,"1,467,152
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",1467152,"total: 21.7 years
male: 21.5 years
female: 21.9 years (2017 est.)",21.7,21.5,21.9,-0.3999999999999986,"0-14 years: 35.01% (male 259,646/female 253,976)
15-24 years: 22.12% (male 164,117/female 160,478)
25-54 years: 34.6% (male 264,262/female 243,362)
55-64 years: 4.3% (male 25,319/female 37,763)
65 years and over: 3.97% (male 22,113/female 36,116) (2017 est.)",35.01,22.12,34.6,4.3,3.97,259646,253976,164117,160478,264262,243362,25319,37763,22113,36116,"0 migrant(s)/1,000 population (2017 est.)",0.0,24.0,13.2,10.8,Africa,52.1,52.7,51.5
Sweden,"62 00 N, 15 00 E",62.0,15.0,"9,960,487 (July 2017 est.)",9960487,"total: 41.2 years
male: 40.2 years
female: 42.2 years (2017 est.)",41.2,40.2,42.2,-2.0,"0-14 years: 17.43% (male 892,462/female 843,375)
15-24 years: 11.31% (male 581,025/female 545,971)
25-54 years: 39.42% (male 1,993,590/female 1,933,080)
55-64 years: 11.58% (male 578,942/female 574,479)
65 years and over: 20.26% (male 931,593/female 1,085,970) (2017 est.)",17.43,11.31,39.42,11.58,20.26,892462,843375,581025,545971,1993590,1933080,578942,574479,931593,1085970,"5.3 migrant(s)/1,000 population (2017 est.)",5.3,12.1,9.4,2.7,Europe,82.1,80.2,84.2
Switzerland,"47 00 N, 8 00 E",47.0,8.0,"8,236,303 (July 2017 est.)",8236303,"total: 42.4 years
male: 41.4 years
female: 43.4 years (2017 est.)",42.4,41.4,43.4,-2.0,"0-14 years: 15.16% (male 642,814/female 605,689)
15-24 years: 10.88% (male 458,044/female 438,373)
25-54 years: 43.21% (male 1,784,051/female 1,774,494)
55-64 years: 12.6% (male 519,709/female 518,421)
65 years and over: 18.15% (male 658,673/female 836,035) (2017 est.)",15.16,10.88,43.21,12.6,18.15,642814,605689,458044,438373,1784051,1774494,519709,518421,658673,836035,"4.7 migrant(s)/1,000 population (2017 est.)",4.7,10.5,8.3,2.2,Europe,82.6,80.3,85.1
Syria,"35 00 N, 38 00 E",35.0,38.0,"18,028,549 (July 2017 est.)
note: approximately 20,500 Israeli settlers live in the Golan Heights (2014)",18028549,"total: 24.3 years
male: 23.9 years
female: 24.8 years (2017 est.)",24.3,23.9,24.8,-0.9000000000000021,"0-14 years: 31.62% (male 2,923,814/female 2,777,073)
15-24 years: 19.54% (male 1,790,360/female 1,732,694)
25-54 years: 39.22% (male 3,522,653/female 3,547,540)
55-64 years: 5.41% (male 482,576/female 493,085)
65 years and over: 4.21% (male 342,407/female 416,347) (2017 est.)",31.62,19.54,39.22,5.41,4.21,2923814,2777073,1790360,1732694,3522653,3547540,482576,493085,342407,416347,,,21.2,4.0,17.2,Middle East,75.1,72.7,77.6
Taiwan,"23 30 N, 121 00 E",23.5,121.0,"23,508,428 (July 2017 est.)",23508428,"total: 40.7 years
male: 40 years
female: 41.5 years (2017 est.)",40.7,40.0,41.5,-1.5,"0-14 years: 12.88% (male 1,559,074/female 1,468,319)
15-24 years: 12.88% (male 1,551,228/female 1,476,660)
25-54 years: 46.41% (male 5,445,338/female 5,463,804)
55-64 years: 14.12% (male 1,622,111/female 1,696,564)
65 years and over: 13.72% (male 1,475,534/female 1,749,796) (2017 est.)",12.88,12.88,46.41,14.12,13.72,1559074,1468319,1551228,1476660,5445338,5463804,1622111,1696564,1475534,1749796,"0.9 migrant(s)/1,000 population (2017 est.)",0.9,8.3,7.4,0.9000000000000004,Southeast Asia,80.2,77.1,83.6
Tajikistan,"39 00 N, 71 00 E",39.0,71.0,"8,468,555 (July 2017 est.)",8468555,"total: 24.5 years
male: 23.9 years
female: 25.1 years (2017 est.)",24.5,23.9,25.1,-1.2000000000000028,"0-14 years: 32.33% (male 1,393,804/female 1,343,825)
15-24 years: 18.61% (male 799,736/female 776,417)
25-54 years: 40.12% (male 1,683,228/female 1,714,507)
55-64 years: 5.62% (male 219,043/female 257,066)
65 years and over: 3.32% (male 116,511/female 164,418) (2017 est.)",32.33,18.61,40.12,5.62,3.32,1393804,1343825,799736,776417,1683228,1714507,219043,257066,116511,164418,"-1.1 migrant(s)/1,000 population (2017 est.)",-1.1,23.3,6.0,17.3,Asia,68.1,64.9,71.4
Tanzania,"6 00 S, 35 00 E",-6.0,35.0,"53,950,935
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",53950935,"total: 17.7 years
male: 17.5 years
female: 18 years (2017 est.)",17.7,17.5,18.0,-0.5,"0-14 years: 43.74% (male 11,921,393/female 11,678,536)
15-24 years: 19.86% (male 5,361,747/female 5,351,794)
25-54 years: 29.88% (male 8,098,183/female 8,020,289)
55-64 years: 3.51% (male 836,313/female 1,055,347)
65 years and over: 3.02% (male 687,118/female 940,215) (2017 est.)",43.74,19.86,29.88,3.51,3.02,11921393,11678536,5361747,5351794,8098183,8020289,836313,1055347,687118,940215,"-0.5 migrant(s)/1,000 population (2017 est.)",-0.5,35.6,7.6,28.0,Africa,62.6,61.2,64.1
Thailand,"15 00 N, 100 00 E",15.0,100.0,"68,414,135
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",68414135,"total: 37.7 years
male: 36.6 years
female: 38.7 years (2017 est.)",37.7,36.6,38.7,-2.1000000000000014,"0-14 years: 16.93% (male 5,933,269/female 5,649,864)
15-24 years: 14.17% (male 4,943,583/female 4,752,038)
25-54 years: 46.32% (male 15,677,322/female 16,009,399)
55-64 years: 12% (male 3,851,575/female 4,358,837)
65 years and over: 10.58% (male 3,165,799/female 4,072,449) (2017 est.)",16.93,14.17,46.32,12.0,10.58,5933269,5649864,4943583,4752038,15677322,16009399,3851575,4358837,3165799,4072449,"0 migrant(s)/1,000 population (2017 est.)",0.0,11.0,8.0,3.0,Southeast Asia,74.9,71.7,78.3
Timor-Leste,"8 50 S, 125 55 E",-8.833333333333334,125.91666666666669,"1,291,358 (July 2017 est.)",1291358,"total: 18.9 years
male: 18.3 years
female: 19.6 years (2017 est.)",18.9,18.3,19.6,-1.3000000000000007,"0-14 years: 40.91% (male 271,623/female 256,733)
15-24 years: 20.32% (male 133,254/female 129,166)
25-54 years: 29.95% (male 185,911/female 200,903)
55-64 years: 4.94% (male 32,168/female 31,680)
65 years and over: 3.87% (male 23,924/female 25,996) (2017 est.)",40.91,20.32,29.95,4.94,3.87,271623,256733,133254,129166,185911,200903,32168,31680,23924,25996,"-3.9 migrant(s)/1,000 population (2017 est.)",-3.9,33.4,5.9,27.5,Southeast Asia,68.4,66.8,70.1
Togo,"8 00 N, 1 10 E",8.0,1.1666666666666667,"7,965,055
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",7965055,"total: 19.8 years
male: 19.5 years
female: 20.1 years (2017 est.)",19.8,19.5,20.1,-0.6000000000000014,"0-14 years: 40.29% (male 1,610,020/female 1,599,105)
15-24 years: 19.2% (male 763,507/female 765,884)
25-54 years: 32.79% (male 1,297,489/female 1,314,130)
55-64 years: 4.31% (male 161,809/female 181,180)
65 years and over: 3.41% (male 117,409/female 154,522) (2017 est.)",40.29,19.2,32.79,4.31,3.41,1610020,1599105,763507,765884,1297489,1314130,161809,181180,117409,154522,"0 migrant(s)/1,000 population (2017 est.)",0.0,33.3,6.9,26.4,Africa,65.4,62.8,68.1
Tonga,"20 00 S, 175 00 W",-20.0,-175.0,"106,479 (July 2017 est.)",106479,"total: 23 years
male: 22.5 years
female: 23.4 years (2017 est.)",23.0,22.5,23.4,-0.8999999999999986,"0-14 years: 33.87% (male 18,323/female 17,741)
15-24 years: 19.65% (male 10,715/female 10,209)
25-54 years: 34.3% (male 18,243/female 18,278)
55-64 years: 5.76% (male 3,048/female 3,083)
65 years and over: 6.42% (male 3,090/female 3,749) (2017 est.)",33.87,19.65,34.3,5.76,6.42,18323,17741,10715,10209,18243,18278,3048,3083,3090,3749,"-17.8 migrant(s)/1,000 population (2017 est.)",-17.8,22.2,4.9,17.299999999999994,Oceania,76.4,74.9,78.1
Trinidad and Tobago,"11 00 N, 61 00 W",11.0,-61.0,"1,218,208 (July 2017 est.)",1218208,"total: 36 years
male: 35.6 years
female: 36.6 years (2017 est.)",36.0,35.6,36.6,-1.0,"0-14 years: 19.29% (male 119,651/female 115,348)
15-24 years: 11.88% (male 75,402/female 69,333)
25-54 years: 45.56% (male 289,244/female 265,808)
55-64 years: 12.61% (male 76,601/female 77,056)
65 years and over: 10.65% (male 56,550/female 73,215) (2017 est.)",19.29,11.88,45.56,12.61,10.65,119651,115348,75402,69333,289244,265808,76601,77056,56550,73215,"-5.9 migrant(s)/1,000 population (2017 est.)",-5.9,12.7,8.8,3.899999999999999,Central America and the Caribbean,73.1,70.2,76.2
Tunisia,"34 00 N, 9 00 E",34.0,9.0,"11,403,800 (July 2017 est.)",11403800,"total: 31.6 years
male: 31 years
female: 32.2 years (2017 est.)",31.6,31.0,32.2,-1.2000000000000028,"0-14 years: 25.15% (male 1,482,303/female 1,385,407)
15-24 years: 13.99% (male 805,376/female 790,119)
25-54 years: 43.38% (male 2,410,724/female 2,536,015)
55-64 years: 9.54% (male 543,865/female 543,642)
65 years and over: 7.95% (male 429,681/female 476,668) (2017 est.)",25.15,13.99,43.38,9.54,7.95,1482303,1385407,805376,790119,2410724,2536015,543865,543642,429681,476668,"-1.7 migrant(s)/1,000 population (2017 est.)",-1.7,18.2,6.3,11.9,Africa,75.7,74.1,77.4
Turkey,"39 00 N, 35 00 E",39.0,35.0,"80,845,215 (July 2017 est.)",80845215,"total: 30.9 years
male: 30.5 years
female: 31.4 years (2017 est.)",30.9,30.5,31.4,-0.8999999999999986,"0-14 years: 24.68% (male 10,209,284/female 9,745,057)
15-24 years: 15.99% (male 6,601,471/female 6,324,277)
25-54 years: 43.21% (male 17,691,703/female 17,243,428)
55-64 years: 8.58% (male 3,448,232/female 3,492,199)
65 years and over: 7.53% (male 2,712,323/female 3,377,241) (2017 est.)",24.68,15.99,43.21,8.58,7.53,10209284,9745057,6601471,6324277,17691703,17243428,3448232,3492199,2712323,3377241,"-4.5 migrant(s)/1,000 population (2017 est.)",-4.5,15.7,6.0,9.7,Middle East,75.0,72.7,77.5
Turkmenistan,"40 00 N, 60 00 E",40.0,60.0,"5,351,277 (July 2017 est.)",5351277,"total: 27.9 years
male: 27.5 years
female: 28.4 years (2017 est.)",27.9,27.5,28.4,-0.8999999999999986,"0-14 years: 25.79% (male 699,612/female 680,583)
15-24 years: 18.39% (male 495,025/female 488,930)
25-54 years: 43.18% (male 1,147,044/female 1,163,762)
55-64 years: 7.9% (male 199,363/female 223,443)
65 years and over: 4.74% (male 110,505/female 143,010) (2017 est.)",25.79,18.39,43.18,7.9,4.74,699612,680583,495025,488930,1147044,1163762,199363,223443,110505,143010,"-1.8 migrant(s)/1,000 population (2017 est.)",-1.8,19.1,6.1,13.000000000000002,Asia,70.4,67.4,73.6
Turks and Caicos Islands,"21 45 N, 71 35 W",21.75,-71.58333333333333,"52,570 (July 2017 est.)",52570,"total: 33.3 years
male: 33.6 years
female: 33 years (2017 est.)",33.3,33.6,33.0,0.6000000000000014,"0-14 years: 21.74% (male 5,826/female 5,604)
15-24 years: 13.99% (male 3,641/female 3,711)
25-54 years: 53.17% (male 14,097/female 13,855)
55-64 years: 6.54% (male 1,839/female 1,597)
65 years and over: 4.57% (male 1,096/female 1,304) (2017 est.)",21.74,13.99,53.17,6.54,4.57,5826,5604,3641,3711,14097,13855,1839,1597,1096,1304,"9.5 migrant(s)/1,000 population (2017 est.)",9.5,15.3,3.2,12.1,Central America and the Caribbean,80.0,77.2,82.9
Tuvalu,"8 00 S, 178 00 E",-8.0,178.0,"11,052 (July 2017 est.)",11052,"total: 25.7 years
male: 24.7 years
female: 26.9 years (2017 est.)",25.7,24.7,26.9,-2.2,"0-14 years: 29.29% (male 1,659/female 1,578)
15-24 years: 19.26% (male 1,106/female 1,023)
25-54 years: 36.66% (male 2,036/female 2,016)
55-64 years: 8.77% (male 396/female 573)
65 years and over: 6.02% (male 263/female 402) (2017 est.)",29.29,19.26,36.66,8.77,6.02,1659,1578,1106,1023,2036,2016,396,573,263,402,"-6.7 migrant(s)/1,000 population (2017 est.)",-6.7,23.7,8.5,15.2,Oceania,66.9,64.7,69.2
Uganda,"1 00 N, 32 00 E",1.0,32.0,"39,570,125
note: estimates for this country explicitly take into account the effects of excess mortality due to AIDS; this can result in lower life expectancy, higher infant mortality, higher death rates, lower population growth rates, and changes in the distribution of population by age and sex than would otherwise be expected (July 2017 est.)",39570125,"total: 15.8 years
male: 15.7 years
female: 15.9 years (2017 est.)",15.8,15.7,15.9,-0.20000000000000107,"0-14 years: 48.05% (male 9,486,324/female 9,526,713)
15-24 years: 21.1% (male 4,130,357/female 4,217,681)
25-54 years: 26.3% (male 5,208,817/female 5,199,556)
55-64 years: 2.57% (male 491,397/female 525,064)
65 years and over: 1.98% (male 343,805/female 440,411) (2017 est.)",48.05,21.1,26.3,2.57,1.98,9486324,9526713,4130357,4217681,5208817,5199556,491397,525064,343805,440411,"-0.7 migrant(s)/1,000 population (2017 est.)",-0.7,42.9,10.2,32.7,Africa,55.9,54.4,57.3
Ukraine,"49 00 N, 32 00 E",49.0,32.0,"44,033,874 (July 2017 est.)",44033874,"total: 40.6 years
male: 37.4 years
female: 43.7 years (2017 est.)",40.6,37.4,43.7,-6.3000000000000025,"0-14 years: 15.76% (male 3,571,358/female 3,366,380)
15-24 years: 9.86% (male 2,226,142/female 2,114,853)
25-54 years: 44.29% (male 9,579,149/female 9,921,387)
55-64 years: 13.8% (male 2,605,849/female 3,469,246)
65 years and over: 16.3% (male 2,409,049/female 4,770,461) (2017 est.)",15.76,9.86,44.29,13.8,16.3,3571358,3366380,2226142,2114853,9579149,9921387,2605849,3469246,2409049,4770461,"0 migrant(s)/1,000 population (2017 est.)",0.0,10.3,14.4,-4.1,"Asia, Europe",72.1,67.4,77.1
United Arab Emirates,"24 00 N, 54 00 E",24.0,54.0,"6,072,475 (July 2017 est.)
note: the UN estimated the country's total population was 9,400,145 as of mid-year 2017; immigrants make up more than 88% of the total population, according to UN data (2017)",6072475,"total: 30.3 years
male: 32.1 years
female: 25 years (2017 est.)",30.3,32.1,25.0,7.100000000000001,"0-14 years: 21.01% (male 652,718/female 622,850)
15-24 years: 13.51% (male 487,558/female 332,829)
25-54 years: 61.14% (male 2,828,731/female 884,233)
55-64 years: 3.27% (male 147,429/female 51,097)
65 years and over: 1.07% (male 40,226/female 24,804) (2017 est.)",21.01,13.51,61.14,3.27,1.07,652718,622850,487558,332829,2828731,884233,147429,51097,40226,24804,"10.5 migrant(s)/1,000 population (2017 est.)",10.5,15.1,1.9,13.2,Middle East,77.7,75.0,80.4
United Kingdom,"54 00 N, 2 00 W",54.0,-2.0,"United Kingdom 65,648,100
constituent countries: 
England 55,268,100
Scotland 5,404,700
Wales 3,113,200
Northern Ireland 1,862,100 (2016 est.)",65648100,"total: 40.5 years
male: 39.3 years
female: 41.7 years (2017 est.)",40.5,39.3,41.7,-2.4000000000000057,"0-14 years: 17.53% (male 5,819,363/female 5,532,123)
15-24 years: 11.9% (male 3,938,643/female 3,770,511)
25-54 years: 40.55% (male 13,387,903/female 12,873,090)
55-64 years: 11.98% (male 3,843,268/female 3,918,244)
65 years and over: 18.04% (male 5,246,475/female 6,439,832) (2017 est.)",17.53,11.9,40.55,11.98,18.04,5819363,5532123,3938643,3770511,13387903,12873090,3843268,3918244,5246475,6439832,"2.5 migrant(s)/1,000 population (2017 est.)",2.5,12.1,9.4,2.7,Europe,80.8,78.6,83.1
United States,"38 00 N, 97 00 W",38.0,-97.0,"326,625,791 (July 2017 est.)",326625791,"total: 38.1 years
male: 36.8 years
female: 39.4 years (2017 est.)",38.1,36.8,39.4,-2.6000000000000014,"0-14 years: 18.73% (male 31,255,995/female 29,919,938)
15-24 years: 13.27% (male 22,213,952/female 21,137,826)
25-54 years: 39.45% (male 64,528,673/female 64,334,499)
55-64 years: 12.91% (male 20,357,880/female 21,821,976)
65 years and over: 15.63% (male 22,678,235/female 28,376,817) (2017 est.)",18.73,13.27,39.45,12.91,15.63,31255995,29919938,22213952,21137826,64528673,64334499,20357880,21821976,22678235,28376817,"3.9 migrant(s)/1,000 population (2017 est.)",3.9,12.5,8.2,4.300000000000002,North America,80.0,77.7,82.2
Uruguay,"33 00 S, 56 00 W",-33.0,-56.0,"3,360,148 (July 2017 est.)",3360148,"total: 35 years
male: 33.1 years
female: 36.7 years (2017 est.)",35.0,33.1,36.7,-3.6000000000000014,"0-14 years: 20.17% (male 344,810/female 332,791)
15-24 years: 15.69% (male 267,000/female 260,135)
25-54 years: 39.34% (male 654,036/female 667,780)
55-64 years: 10.56% (male 167,002/female 187,865)
65 years and over: 14.25% (male 191,597/female 287,132) (2017 est.)",20.17,15.69,39.34,10.56,14.25,344810,332791,267000,260135,654036,667780,167002,187865,191597,287132,"-0.9 migrant(s)/1,000 population (2017 est.)",-0.9,13.0,9.4,3.6,South America,77.4,74.2,80.6
Uzbekistan,"41 00 N, 64 00 E",41.0,64.0,"29,748,859 (July 2017 est.)",29748859,"total: 28.6 years
male: 28 years
female: 29.2 years (2017 est.)",28.6,28.0,29.2,-1.1999999999999993,"0-14 years: 23.88% (male 3,640,914/female 3,464,304)
15-24 years: 18.52% (male 2,804,516/female 2,706,399)
25-54 years: 44.49% (male 6,583,745/female 6,651,261)
55-64 years: 7.85% (male 1,105,034/female 1,231,714)
65 years and over: 5.25% (male 667,109/female 893,863) (2017 est.)",23.88,18.52,44.49,7.85,5.25,3640914,3464304,2804516,2706399,6583745,6651261,1105034,1231714,667109,893863,"-2.2 migrant(s)/1,000 population (2017 est.)",-2.2,16.8,5.3,11.5,Asia,74.0,71.0,77.3
Vanuatu,"16 00 S, 167 00 E",-16.0,167.0,"282,814 (July 2017 est.)",282814,"total: 22 years
male: 21.6 years
female: 22.4 years (2017 est.)",22.0,21.6,22.4,-0.7999999999999972,"0-14 years: 35.51% (male 51,261/female 49,157)
15-24 years: 20.02% (male 28,110/female 28,514)
25-54 years: 35.06% (male 48,476/female 50,675)
55-64 years: 5.42% (male 7,646/female 7,677)
65 years and over: 3.99% (male 5,713/female 5,585) (2017 est.)",35.51,20.02,35.06,5.42,3.99,51261,49157,28110,28514,48476,50675,7646,7677,5713,5585,"-1.4 migrant(s)/1,000 population (2017 est.)",-1.4,24.0,4.0,20.0,Oceania,73.7,72.1,75.4
Venezuela,"8 00 N, 66 00 W",8.0,-66.0,"31,304,016 (July 2017 est.)",31304016,"total: 28.3 years
male: 27.6 years
female: 29 years (2017 est.)",28.3,27.6,29.0,-1.3999999999999986,"0-14 years: 27.36% (male 4,390,773/female 4,175,080)
15-24 years: 17.03% (male 2,707,934/female 2,624,031)
25-54 years: 40.53% (male 6,289,673/female 6,398,217)
55-64 years: 7.98% (male 1,198,525/female 1,299,498)
65 years and over: 7.09% (male 1,003,534/female 1,216,751) (2017 est.)",27.36,17.03,40.53,7.98,7.09,4390773,4175080,2707934,2624031,6289673,6398217,1198525,1299498,1003534,1216751,"-1.2 migrant(s)/1,000 population (2017 est.)",-1.2,18.8,5.3,13.5,South America,76.0,73.0,79.1
Vietnam,"16 10 N, 107 50 E",16.166666666666668,107.83333333333331,"96,160,163 (July 2017 est.)",96160163,"total: 30.5 years
male: 29.4 years
female: 31.7 years (2017 est.)",30.5,29.4,31.7,-2.3000000000000007,"0-14 years: 23.55% (male 11,909,326/female 10,735,324)
15-24 years: 16.23% (male 8,098,019/female 7,509,021)
25-54 years: 45.56% (male 22,087,095/female 21,719,615)
55-64 years: 8.55% (male 3,798,928/female 4,419,837)
65 years and over: 6.12% (male 2,281,923/female 3,601,075) (2017 est.)",23.55,16.23,45.56,8.55,6.12,11909326,10735324,8098019,7509021,22087095,21719615,3798928,4419837,2281923,3601075,"-0.3 migrant(s)/1,000 population (2017 est.)",-0.3,15.5,5.9,9.6,Southeast Asia,73.7,71.2,76.4
Virgin Islands,"18 20 N, 64 50 W",18.33333333333333,-64.83333333333333,"107,268 (July 2017 est.)",107268,"total: 41 years
male: 39.9 years
female: 41.9 years (2017 est.)",41.0,39.9,41.9,-2.0,"0-14 years: 20.41% (male 11,220/female 10,671)
15-24 years: 11.19% (male 5,853/female 6,154)
25-54 years: 37.07% (male 18,587/female 21,182)
55-64 years: 13.78% (male 6,967/female 7,812)
65 years and over: 17.55% (male 8,618/female 10,204) (2017 est.)",20.41,11.19,37.07,13.78,17.55,11220,10671,5853,6154,18587,21182,6967,7812,8618,10204,"-7.5 migrant(s)/1,000 population (2017 est.)",-7.5,12.8,7.8,5.000000000000001,Central America and the Caribbean,79.4,76.2,82.8
Wallis and Futuna,"13 18 S, 176 12 W",-13.3,-176.2,"15,714 (July 2017 est.)",15714,"total: 32.2 years
male: 31.3 years
female: 33.4 years (2017 est.)",32.2,31.3,33.4,-2.099999999999998,"0-14 years: 21.83% (male 1,789/female 1,641)
15-24 years: 16.3% (male 1,358/female 1,203)
25-54 years: 42.08% (male 3,336/female 3,276)
55-64 years: 9.79% (male 744/female 794)
65 years and over: 10.01% (male 752/female 821) (2017 est.)",21.83,16.3,42.08,9.79,10.01,1789,1641,1358,1203,3336,3276,744,794,752,821,"-4.7 migrant(s)/1,000 population
note: there has been steady emigration from Wallis and Futuna to New Caledonia (2017 est.)",-4.7,13.2,5.4,7.799999999999999,Oceania,79.8,76.8,83.0
